<150>Jan 28 08:10:00 servernameabc httpd[12345]: 10.141.146.187 0.1.0.1 75554 abc.example.net - - [28/Jan/2026:08:10:00 +0530] "POST /api/v1/auth/login HTTP/1.1" 503 - 4366 "https://abc.example.com/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"
<150>Jan 28 08:10:02 servernameabc httpd[12345]: 10.148.114.112 0.1.0.1 47439 abc.example.net - - [28/Jan/2026:08:10:02 +0530] "POST /leaverest/rest/lwpBatch HTTP/1.1" 200 4261 15 "https://abc.example.com/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1"
<150>Jan 28 08:10:03 servernameabc httpd[12345]: 10.56.5.70 0.1.0.1 72902 abc.example.net - - [28/Jan/2026:08:10:03 +0530] "GET /dashboard/stats HTTP/1.1" 200 19754 7 "https://abc.example.com/index.html" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36"
<150>Jan 28 08:10:04 servernameabc httpd[12345]: 10.97.33.120 0.1.0.1 14285 abc.example.net - - [28/Jan/2026:08:10:04 +0530] "GET /favicon.ico HTTP/1.1" 204 - 2764 "https://abc.example.com/index.html" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36"
<150>Jan 28 08:10:04 servernameabc httpd[12345]: 10.150.68.229 0.1.0.1 83820 abc.example.net - - [28/Jan/2026:08:10:04 +0530] "GET /leave/appResources/images/lerf_default.png HTTP/1.1" 200 6761 28 "https://abc.example.com/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1"
<150>Jan 28 08:10:05 servernameabc httpd[12345]: 10.65.122.116 0.1.0.1 17753 abc.example.net - - [28/Jan/2026:08:10:05 +0530] "POST /leaverest/rest/lwpBatch HTTP/1.1" 200 14861 26 "https://abc.example.com/index.html" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36"
<150>Jan 28 08:10:05 servernameabc httpd[12345]: 10.213.133.253 0.1.0.1 32884 abc.example.net - - [28/Jan/2026:08:10:05 +0530] "GET /dashboard/stats HTTP/1.1" 200 7269 37 "https://abc.example.com/index.html" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36"
<150>Jan 28 08:10:05 servernameabc httpd[12345]: 10.137.34.214 0.1.0.1 35186 abc.example.net - - [28/Jan/2026:08:10:05 +0530] "GET /leave/appResources/css/Custom_font-awesome.css HTTP/1.1" 200 13205 11 "https://abc.example.com/index.html" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36"
<150>Jan 28 08:10:06 servernameabc httpd[12345]: 10.189.232.208 0.1.0.1 45431 abc.example.net - - [28/Jan/2026:08:10:06 +0530] "GET /timesheet/resources/lib/js/json2.js HTTP/1.1" 204 - 2443 "https://abc.example.com/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1"
<150>Jan 28 08:10:06 servernameabc httpd[12345]: 10.191.145.44 0.1.0.1 44010 abc.example.net - - [28/Jan/2026:08:10:06 +0530] "POST /RightsWeb/myrights/rest/getNewCardBranch HTTP/1.1" 200 14116 8 "https://abc.example.com/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1"
<150>Jan 28 08:10:07 servernameabc httpd[12345]: 10.66.106.101 0.1.0.1 56493 abc.example.net - - [28/Jan/2026:08:10:07 +0530] "GET /leave/appResources/css/Custom_font-awesome.css HTTP/1.1" 200 14272 17 "https://abc.example.com/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"
<150>Jan 28 08:10:08 servernameabc httpd[12345]: 10.246.192.74 0.1.0.1 23565 abc.example.net - - [28/Jan/2026:08:10:08 +0530] "GET /timesheet/resources/lib/js/json2.js HTTP/1.1" 200 547 38 "https://abc.example.com/index.html" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36"
<150>Jan 28 08:10:08 servernameabc httpd[12345]: 10.14.225.4 0.1.0.1 79777 abc.example.net - - [28/Jan/2026:08:10:08 +0530] "GET /dashboard/stats HTTP/1.1" 200 11710 23 "https://abc.example.com/index.html" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36"
<150>Jan 28 08:10:09 servernameabc httpd[12345]: 10.225.140.68 0.1.0.1 46330 abc.example.net - - [28/Jan/2026:08:10:09 +0530] "POST /leaverest/rest/lwpBatch HTTP/1.1" 200 16486 10 "https://abc.example.com/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1"
<150>Jan 28 08:10:10 servernameabc httpd[12345]: 10.223.164.203 0.1.0.1 19253 abc.example.net - - [28/Jan/2026:08:10:10 +0530] "GET /leave/appResources/images/lerf_default.png HTTP/1.1" 404 - 3465 "https://abc.example.com/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1"
<150>Jan 28 08:10:10 servernameabc httpd[12345]: 10.47.15.51 0.1.0.1 27726 abc.example.net - - [28/Jan/2026:08:10:10 +0530] "GET /dashboard/stats HTTP/1.1" 200 7916 16 "https://abc.example.com/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"
<150>Jan 28 08:10:11 servernameabc httpd[12345]: 10.219.185.72 0.1.0.1 78164 abc.example.net - - [28/Jan/2026:08:10:11 +0530] "POST /RightsWeb/myrights/rest/getNewCardBranch HTTP/1.1" 200 18490 35 "https://abc.example.com/index.html" "Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1"
<150>Jan 28 08:10:12 servernameabc httpd[12345]: 10.29.3.82 0.1.0.1 26656 abc.example.net - - [28/Jan/2026:08:10:12 +0530] "GET /dashboard/stats HTTP/1.1" 200 5006 14 "https://abc.example.com/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"
<150>Jan 28 08:10:13 servernameabc httpd[12345]: 10.173.33.245 0.1.0.1 51120 abc.example.net - - [28/Jan/2026:08:10:13 +0530] "POST /api/v1/auth/login HTTP/1.1" 200 17337 44 "https://abc.example.com/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0"
<150>Jan 28 08:10:13 servernameabc httpd[12345]: 10.43.58.51 0.1.0.1 31062 abc.example.net - - [28/Jan/2026:08:10:13 +0530] "POST /RightsWeb/myrights/rest/getNewCardBranch HTTP/1.1" 200 6097 8 "https://abc.example.com/index.html" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36"
